Checkpoint	Out Dataset	TNR at TPR 95%	AUROC	Detection Accuracy	AUPR In	AUPR Out
10	svhn	5.4657	72.6749	72.9779	80.5530	62.2038
10	imagenet	38.2930	82.5268	73.8650	82.8277	82.5517
10	lsun	39.4140	85.1064	76.3550	86.6621	84.1400
20	svhn	1.7517	72.3138	69.8680	78.6201	61.7407
20	imagenet	47.9437	87.5711	78.5750	88.1069	87.0872
20	lsun	58.4325	91.4052	82.7750	92.1270	90.8565
30	svhn	2.9899	73.5508	70.4858	77.5723	63.4015
30	imagenet	46.4203	87.5713	78.4500	88.9026	86.5730
30	lsun	48.8733	88.3717	79.5050	89.0077	87.2404
40	svhn	13.6421	80.3964	76.3269	84.1391	72.0581
40	imagenet	43.3495	87.3018	78.4550	87.2348	86.6709
40	lsun	46.9763	88.7142	80.0400	88.7771	88.1148
50	svhn	12.2332	78.2650	73.3503	81.0206	70.0762
50	imagenet	31.3287	83.6972	75.9750	84.1959	81.4790
50	lsun	39.2188	87.2465	79.4450	88.6057	85.3571
60	svhn	14.0627	78.6956	73.8051	81.9793	71.0179
60	imagenet	15.8348	75.7315	70.0250	75.6100	70.1033
60	lsun	18.8984	78.4404	72.0550	78.9524	73.5101
70	svhn	14.5731	81.9233	76.9259	79.1655	73.7660
70	imagenet	20.0935	84.2436	74.1150	71.7948	76.9898
70	lsun	20.5385	85.0944	76.6850	75.4098	77.8758
80	svhn	12.5863	57.3688	70.2709	65.7985	71.3142
80	imagenet	29.4366	87.5213	77.4500	75.4442	81.9753
80	lsun	28.9447	86.5407	78.9150	81.7764	81.7729
90	svhn	12.9784	83.9597	70.6100	66.2007	72.1443
90	imagenet	31.8889	73.1406	77.7700	75.9497	83.2253
90	lsun	34.1476	89.0393	79.6000	78.7762	84.2018
100	svhn	13.5134	83.4262	69.0322	64.5543	71.6447
100	imagenet	34.7458	88.4652	77.5500	75.8099	83.6497
100	lsun	38.7783	88.4898	79.8650	83.7885	85.1999
