Checkpoint	Out Dataset	TNR at TPR 95%	AUROC	Detection Accuracy	AUPR In	AUPR Out
10	svhn	15.2661	80.1053	75.4354	84.5047	72.3998
10	imagenet	39.2274	82.9737	74.2300	83.7201	82.8627
10	lsun	44.3498	85.6075	76.4550	86.6250	85.2206
20	svhn	4.2061	73.2035	70.8908	79.0802	62.9590
20	imagenet	25.4897	79.8214	72.3550	80.8223	77.3535
20	lsun	19.4380	78.2550	71.8400	79.9137	73.9465
30	svhn	12.5562	76.9451	72.3512	80.1424	69.0628
30	imagenet	40.0274	84.7536	76.8050	85.8474	84.4706
30	lsun	46.2347	88.0005	79.3850	88.9309	87.0874
40	svhn	7.7693	77.7413	74.1026	79.8050	67.9040
40	imagenet	84.2710	96.4430	89.7500	96.1520	96.7410
40	lsun	82.5801	96.1447	89.0800	95.9433	96.4219
50	svhn	11.8584	78.1166	74.2775	80.4098	69.6522
50	imagenet	35.0562	83.7472	74.7400	81.8048	82.5993
50	lsun	40.0398	86.7747	78.0650	86.6184	85.4861
60	svhn	18.9505	82.6839	77.1653	81.3219	76.3711
60	imagenet	15.8422	79.6447	72.2000	72.6242	73.2462
60	lsun	16.6882	80.7262	73.9100	75.5304	74.4485
70	svhn	15.1606	82.3488	71.1473	67.6154	72.6811
70	imagenet	19.2935	83.1717	71.0500	67.8194	75.9960
70	lsun	18.0385	83.2885	72.3700	69.2844	75.6652
80	svhn	12.7888	82.9868	67.5843	63.1468	70.9261
80	imagenet	23.1453	85.7153	72.6250	68.9732	79.1863
80	lsun	22.6302	85.9755	74.1650	70.7552	79.3401
90	svhn	10.5884	37.8416	60.9987	57.0993	67.4908
90	imagenet	25.5339	88.1695	74.7600	70.2643	81.7130
90	lsun	27.9193	66.7988	76.2150	72.1122	82.9552
100	svhn	6.7437	80.4748	56.3707	53.9064	59.5700
100	imagenet	34.0120	88.1272	76.0750	73.3385	83.6404
100	lsun	38.2167	89.3262	78.4750	76.8813	85.5756
