Checkpoint	Out Dataset	TNR at TPR 95%	AUROC	Detection Accuracy	AUPR In	AUPR Out
10	svhn	5.2046	66.6485	67.4262	74.9077	58.0701
10	imagenet	30.9678	78.6880	71.4000	77.6692	78.4641
10	lsun	38.6583	84.6295	76.0550	85.8155	83.4482
20	svhn	5.3339	73.0858	70.8265	79.1243	63.2434
20	imagenet	26.9126	76.2268	68.8450	74.8154	75.6735
20	lsun	33.7625	82.7324	74.5350	83.7387	81.2326
30	svhn	10.2887	77.2181	72.3846	81.0819	69.0194
30	imagenet	20.2667	76.8475	70.0750	78.9910	73.3480
30	lsun	29.3056	82.2175	74.3250	84.1353	79.2246
40	svhn	12.3120	76.6697	71.3832	81.0940	69.3788
40	imagenet	19.4355	78.5575	71.9650	81.6382	73.1162
40	lsun	26.3358	83.4730	76.5100	86.1378	78.3073
50	svhn	9.0428	78.4184	73.7937	81.7903	69.3623
50	imagenet	33.1089	84.4907	76.6800	85.3293	81.3504
50	lsun	38.0386	85.8579	77.5650	86.4710	83.2605
60	svhn	3.9559	72.0387	70.0870	77.6509	61.9550
60	imagenet	28.7370	83.1373	75.6900	85.0298	79.0760
60	lsun	34.0634	85.7922	78.3750	87.3250	82.2260
70	svhn	12.9751	76.0344	71.8394	79.8556	69.0420
70	imagenet	12.9793	82.3963	77.8200	85.4715	74.2948
70	lsun	14.5300	84.0571	80.2850	87.0362	76.1984
80	svhn	11.4299	76.0639	71.5963	79.7716	68.6241
80	imagenet	13.8098	82.2701	78.3900	85.5888	74.7280
80	lsun	14.3035	83.2659	81.0100	86.5199	75.6478
90	svhn	12.1034	80.2259	74.0484	83.5330	72.2295
90	imagenet	12.8934	79.7352	76.9000	83.7005	72.1170
90	lsun	13.2047	80.2495	78.7600	84.4141	72.4289
100	svhn	15.5595	78.4704	73.2395	81.2417	71.9261
100	imagenet	19.5779	83.2947	78.3800	85.4510	77.2032
100	lsun	18.6259	83.4884	79.8150	85.4826	77.2525
