,Epoch,Test acc MEAN,Test acc STD,Test Acc
0,10,78.74,0.12832251036613213,78.74 $\pm$ 0.13
1,20,79.52666666666667,0.25368396787253716,79.53 $\pm$ 0.25
2,30,80.39666666666666,0.28288199345703313,80.4 $\pm$ 0.28
3,40,80.76666666666667,0.16519348924485217,80.77 $\pm$ 0.17
4,50,80.82666666666667,0.44723844000960317,80.83 $\pm$ 0.45
5,60,80.82000000000001,0.8888569438704214,80.82 $\pm$ 0.89
6,70,81.97000000000001,0.5396295025292821,81.97 $\pm$ 0.54
7,80,81.85333333333334,0.3132978703335827,81.85 $\pm$ 0.31
8,90,82.14,0.3398038649966605,82.14 $\pm$ 0.34
9,100,81.44,0.42055518860985236,81.44 $\pm$ 0.42
